LECROYDDA3000 10053 Waveform
Segments 1 SegmentSize 100002
Segment TrigTime TimeSinceSegment1
#1 14-Jan-2002 02:43:06 0                 
Time Ampl
1.597133e-006 2.66721
1.597183e-006 2.66877
1.597233e-006 2.66998
1.597283e-006 2.68206
1.597333e-006 2.69104
1.597383e-006 2.69225
1.597433e-006 2.69311
1.597483e-006 2.68827
1.597533e-006 2.68465
1.597583e-006 2.68741
1.597633e-006 2.67861
1.597683e-006 2.66083
1.597733e-006 2.65858
1.597783e-006 2.66238
1.597833e-006 2.66514
1.597883e-006 2.66186
1.597933e-006 2.65375
1.597983e-006 2.65875
1.598033e-006 2.66255
1.598083e-006 2.65979
1.598133e-006 2.65772
1.598183e-006 2.65634
1.598233e-006 2.66065
1.598283e-006 2.65841
1.598333e-006 2.65116
1.598383e-006 2.65133
1.598433e-006 2.66238
1.598483e-006 2.67619
1.598533e-006 2.67567
1.598583e-006 2.67515
1.598633e-006 2.67481
1.598683e-006 2.66911
1.598733e-006 2.6648
1.598783e-006 2.66704
1.598833e-006 2.66324
1.598883e-006 2.66031
1.598933e-006 2.66359
1.598983e-006 2.65513
1.599033e-006 2.65427
1.599083e-006 2.6812
1.599133e-006 2.70692
1.599183e-006 2.72056
1.599233e-006 2.72556
1.599283e-006 2.71262
1.599333e-006 2.70295
1.599383e-006 2.70675
1.599433e-006 2.70951
1.599483e-006 2.70606
1.599533e-006 2.69811
1.599583e-006 2.68102
1.599633e-006 2.6736
1.599683e-006 2.68465
1.599733e-006 2.69294
1.599783e-006 2.6938
1.599833e-006 2.68327
1.599883e-006 2.67533
1.599933e-006 2.68603
1.599983e-006 2.69397
1.600033e-006 2.68897
1.600083e-006 2.68517
1.600133e-006 2.69328
1.600183e-006 2.69397
1.600233e-006 2.68344
1.600283e-006 2.68102
1.600333e-006 2.68465
1.600383e-006 2.67654
1.600433e-006 2.65927
1.600483e-006 2.65185
1.600533e-006 2.6629
1.600583e-006 2.67101
1.600633e-006 2.66618
1.600683e-006 2.66808
1.600733e-006 2.67498
1.600783e-006 2.67464
1.600833e-006 2.68551
1.600883e-006 2.70467
1.600933e-006 2.70243
1.600983e-006 2.68983
1.601033e-006 2.68586
1.601083e-006 2.68275
1.601133e-006 2.68051
1.601183e-006 2.6843
1.601233e-006 2.68171
1.601283e-006 2.66877
1.601333e-006 2.65893
1.601383e-006 2.65168
1.601433e-006 2.64063
1.601483e-006 2.64339
1.601533e-006 2.65651
1.601583e-006 2.66635
1.601633e-006 2.6736
1.601683e-006 2.67377
1.601733e-006 2.67377
1.601783e-006 2.6793
1.601833e-006 2.67792
1.601883e-006 2.66583
1.601933e-006 2.65133
1.601983e-006 2.64581
1.602033e-006 2.65288
1.602083e-006 2.66359
1.602133e-006 2.67153
1.602183e-006 2.6667
1.602233e-006 2.65737
1.602283e-006 2.66704
1.602333e-006 2.69069
1.602383e-006 2.70847
1.602433e-006 2.71089
1.602483e-006 2.70709
1.602533e-006 2.68776
1.602583e-006 2.66221
1.602633e-006 2.65409
1.602683e-006 2.6591
1.602733e-006 2.66272
1.602783e-006 2.67101
1.602833e-006 2.6881
1.602883e-006 2.69553
1.602933e-006 2.69017
1.602983e-006 2.68051
1.603033e-006 2.67895
1.603083e-006 2.68862
1.603133e-006 2.67947
1.603183e-006 2.65599
1.603233e-006 2.64943
1.603283e-006 2.64995
1.603333e-006 2.64494
1.603383e-006 2.65202
1.603433e-006 2.66842
1.603483e-006 2.67533
1.603533e-006 2.68051
1.603583e-006 2.6843
1.603633e-006 2.68171
1.603683e-006 2.67964
1.603733e-006 2.67274
1.603783e-006 2.65651
1.603833e-006 2.6553
1.603883e-006 2.65444
1.603933e-006 2.64822
1.603983e-006 2.66013
1.604033e-006 2.67446
1.604083e-006 2.67429
1.604133e-006 2.67412
1.604183e-006 2.67412
1.604233e-006 2.67395
1.604283e-006 2.68499
1.604333e-006 2.69863
1.604383e-006 2.69242
1.604433e-006 2.68223
1.604483e-006 2.68016
1.604533e-006 2.67308
1.604583e-006 2.67878
1.604633e-006 2.68845
1.604683e-006 2.68482
1.604733e-006 2.67654
1.604783e-006 2.67584
1.604833e-006 2.68638
1.604883e-006 2.68879
1.604933e-006 2.68499
1.604983e-006 2.67671
1.605033e-006 2.67049
1.605083e-006 2.68776
1.605133e-006 2.71193
1.605183e-006 2.72436
1.605233e-006 2.71728
